	SRR2921689	SRR2921690	SRR2921691	SRR2921692	SRR2921693	SRR2921694	SRR2921695	SRR2921696	SRR2921697	SRR2921698	SRR2921699	SRR2921700	SRR2921701	SRR2921702	SRR2921703	SRR2921704	SRR2921705	SRR2921706	SRR2921707	SRR2921708	SRR2921709	SRR2921710	SRR2921711	SRR2921712
PRGNLONEtr_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRGSTRNt_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRGSTRNt_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRISTANALtx_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRISTANALtx_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRISTCOAtx_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRISTCOAtx_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRISTtx_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRISTtx_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRO1xm_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PROAKGOX1r_pos	8.557354383315074	6.737899233896023	8.59734494545966	8.427274546943737	7.79987429948656	7.7130927517125	7.137670360534714	6.94108946107344	6.775102156758346	8.193918473878881	5.89701873240298	7.783268009320044	5.617903336708625	5.603716997169705	8.12314378616728	7.482557207250742	6.807478695797885	8.766469233190954	7.584531187245556	6.967289100496963	7.138056188009601	8.20304296102879	7.622852693554317	7.727015915305977
PROD2_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PROD2m_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRODt2r_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRODt2r_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRODt2rL_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRODt2rL_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PROSTGD2t_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PROSTGD2t_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PROSTGE1t_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PROSTGE1t_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PROSTGE1t3_pos	0.0	1.1635025006148778	1.175348153468512	3.776890953824112	2.045321929415315	0.9927666398651965	6.572174447748941	0.0	0.0	0.0	0.0	3.742913683443474	4.576984168245637	0.0	3.6883602039360714	0.0	0.8486813032675791	0.0	1.7839846613966561	0.0	1.5723329695364665	0.0	0.0	0.0
PROSTGE2t_pos	1.8987985817728623	2.4945391848958924	5.358548460776127	6.686724910289514	0.5088251501799551	6.326283478380084	6.2919821428544545	1.2920584010076501	7.109739779226896	4.702383371675534	5.560744184812255	1.105762928573174	6.651551174995397	2.6746434753536654	5.732165142037348	6.340208470263663	1.8079082631295682	3.305249213978435	3.77549925020817	2.345558517667838	3.9770604524417332	2.6150615095170573	0.0	6.035394268261203
PROSTGE2t_neg	1.8987985817728623	2.4945391848958924	5.358548460776127	6.686724910289514	0.5088251501799551	6.326283478380084	6.2919821428544545	1.2920584010076501	7.109739779226896	4.702383371675534	5.560744184812255	1.105762928573174	6.651551174995397	2.6746434753536654	5.732165142037348	6.340208470263663	1.8079082631295682	3.305249213978435	3.77549925020817	2.345558517667838	3.9770604524417332	2.6150615095170573	0.0	6.035394268261203
PROSTGE2t2_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PROSTGE2t2_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PROSTGE2t3_pos	0.0	1.1635025006148778	1.175348153468512	3.776890953824112	2.045321929415315	0.9927666398651965	6.572174447748941	0.0	0.0	0.0	0.0	3.742913683443474	4.576984168245637	0.0	3.6883602039360714	0.0	0.8486813032675791	0.0	1.7839846613966561	0.0	1.5723329695364665	0.0	0.0	0.0
PROSTGF2t_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PROSTGF2t_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PROSTGH2t_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PROSTGH2t_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PROSTGI2t_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PROSTGI2t_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PROSTGI2tr_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PROSTGI2tr_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PROt2r_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PROt2r_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PROt2rL_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PROt2rL_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PROt4_pos	6.521692475713938	5.436006114983951	5.90973205973564	6.031625898169929	6.282977962246766	5.791650585307916	6.879142947437677	5.5390965056063255	5.584230156216446	6.4305689275063225	6.592737128793483	6.770182896396522	5.070393608120159	6.020067538948727	5.9507017751593825	5.843000363163347	6.164327479995562	6.37828951565205	5.856139493242825	6.466341518924162	6.568676833087754	3.600514689184698	6.357804292991843	5.456104133235096
PRPNCOAHYDm_pos	6.028209352862797	6.511907394578155	8.105524438419105	6.543267912305245	6.336109336893025	7.065007689032149	6.708558192881586	7.815291436311085	7.155031430322297	6.816409175499852	5.788320993752462	6.347081855064597	5.853839106221949	6.570940933980307	7.508414830999309	6.376325621461533	7.406507242532303	6.877055410691923	7.6538522565561316	6.26293256686929	3.2911950230108746	7.096473006605089	6.822357009993916	7.418894797517378
PRPNCOAHYDx_pos	0.0	0.0	0.0	0.0	0.0	0.0	4.344542819914984	4.58678682653671	0.0	0.0	0.0	0.3378770862692098	0.0	1.603219090326893	0.0	1.671132067055278	0.0	0.0	0.0	0.0	0.0	0.30622841091493525	0.0	0.0
PRPPS_pos	6.7215284352597795	7.051255486726106	6.984299524004489	4.296156857682191	8.523222410428827	8.038583158545038	8.044610797582001	8.826397052938898	9.059236106275929	7.255011653103685	5.813100678056238	9.675167770459902	9.48172664766902	8.886923519427224	7.064181613077616	6.806997900627077	7.1405760951340875	7.079116553746923	9.244870719385963	6.83770985105859	8.013177196416619	8.712028653758912	7.25733096547104	9.134209871974004
PRPPS_neg	6.7215284352597795	7.051255486726106	6.984299524004489	4.296156857682191	8.523222410428827	8.038583158545038	8.044610797582001	8.826397052938898	9.059236106275929	7.255011653103685	5.813100678056238	9.675167770459902	9.48172664766902	8.886923519427224	7.064181613077616	6.806997900627077	7.1405760951340875	7.079116553746923	9.244870719385963	6.83770985105859	8.013177196416619	8.712028653758912	7.25733096547104	9.134209871974004
PS_HSter_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PS_HSter_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PS_HStg_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PS_HStg_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PSDm_hs_pos	6.618171362239682	4.312352168482728	1.6319728667651676	0.0	0.0	6.264766769246891	5.006091592919379	2.680889349131035	4.336849595292232	6.278416183715185	4.1300431562031825	6.420954487265424	5.304818393662699	5.208867049237524	6.305385084948196	5.856389119614441	6.705786200607237	5.400824949256264	5.432478083150795	4.462714895402906	5.994824227717094	0.23473337276762296	5.696331925371115	5.518851481920796
PSERT_pos	8.122634762762601	8.249688472281893	9.03699304895507	9.109786026812449	9.874680852987158	8.5017969054145	8.669828241686504	9.88585287122435	5.121150229775968	9.442566728000175	8.18987502661433	10.407747067557588	9.074028703951747	9.121999088957475	7.459272095610661	8.79971755527972	8.533883545413754	7.828490752838486	8.99375379857091	9.346999976735452	9.449935626272056	9.067763622076214	6.681156079657	8.313487387021949
PSFLIP_pos	3.8003714081465594	0.0	1.845566502646642	5.154128285302466	0.0	1.8837819256774784	4.084040246994587	2.642609021512331	0.0	2.8323718358375594	4.308897868474675	1.0604405149977005	0.0	6.491165334800055	0.0	1.1160120044638697	5.620502240101176	5.082565562345724	0.0	0.0	1.066999987163931	0.7524309166145692	0.0	1.9089186282312707
PSFLIPm_pos	3.8003714081465594	0.0	1.845566502646642	5.154128285302466	0.0	1.8837819256774784	4.084040246994587	2.642609021512331	0.0	2.8323718358375594	4.308897868474675	1.0604405149977005	0.0	6.491165334800055	0.0	1.1160120044638697	5.620502240101176	5.082565562345724	0.0	0.0	1.066999987163931	0.7524309166145692	0.0	1.9089186282312707
PSP_L_pos	6.308622025121688	6.663316219816287	7.089346891766007	7.17172384317604	7.81089279820945	7.47997694619448	7.7103992588543155	8.169913531742006	4.11208938066021	8.745124961353103	6.018250085016747	7.48352260773867	6.261796336238021	7.086885010946108	5.036315771247114	7.5875534056480705	5.920005561627849	5.432275298204935	5.932914147275344	6.764001651891243	7.051813267299826	7.494427109496186	5.553424243441468	8.501479739983704
PSSA1_hs_pos	0.0	1.9613262979604291	0.0	0.4474806209478524	1.4349639559351262	1.962877060127593	0.0	0.0	5.465685126109268	0.30359665442905526	0.9420117534562564	0.0	0.0	2.486343625900224	3.029083799459934	2.8647806854098365	0.0	4.744014715828934	3.1093231977947635	1.5367438358355234	3.7593782067885724	1.2812338469723603	5.731218722976275	2.3574437665760195
PSSA1_hs_neg	0.0	1.9613262979604291	0.0	0.4474806209478524	1.4349639559351262	1.962877060127593	0.0	0.0	5.465685126109268	0.30359665442905526	0.9420117534562564	0.0	0.0	2.486343625900224	3.029083799459934	2.8647806854098365	0.0	4.744014715828934	3.1093231977947635	1.5367438358355234	3.7593782067885724	1.2812338469723603	5.731218722976275	2.3574437665760195
PSSA2_hs_pos	0.0	0.0	0.0	0.6369140913376822	1.9400324932997561	0.0	0.0	1.967702806903043	0.0	0.0	0.0	0.0	2.672583992064514	2.526878316237232	0.0	4.677504175405342	4.5019772701397915	2.994560441611099	0.0	2.9749383540498235	0.0	0.3231426202023498	0.0	1.10979863562385
PSSA2_hs_neg	0.0	0.0	0.0	0.6369140913376822	1.9400324932997561	0.0	0.0	1.967702806903043	0.0	0.0	0.0	0.0	2.672583992064514	2.526878316237232	0.0	4.677504175405342	4.5019772701397915	2.994560441611099	0.0	2.9749383540498235	0.0	0.3231426202023498	0.0	1.10979863562385
PSt3_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PSt3_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PTDCACRNCPT1_pos	0.0	0.4198071497726523	2.9907493964586216	0.45447865993957903	4.465679477460698	0.0	0.0	2.6252219519527116	2.5014194565690953	0.0	0.3735436813232977	4.3541121748886	3.6332005076257836	0.2167146879149717	4.293832643765398	0.0	0.0	0.4889990599556899	4.9556727496667055	1.4021317173720513	0.0	0.2502538792294311	0.0	0.0
PTDCACRNCPT2_pos	4.441520377629656	7.117771042646671	6.176648478022218	4.325843556914844	6.043633636839146	0.0	7.049815069038663	0.0	0.0	0.773680378708902	0.0	0.0	6.008593838340265	1.3814489476296585	7.464972689171218	0.9774899479981405	0.0	0.23635794571487956	0.0	7.270713336282671	0.0	0.0	0.0	5.048456380208843
PTDCACRNt_pos	3.462826875885863	0.0	0.0	2.3136294629399745	0.0	0.7144714279925368	0.0	4.92057834793864	0.0	2.6880207150846864	0.0	0.0	0.0	0.0	0.0	0.0	5.204757042316554	0.0	2.759471793589756	2.6548704115415425	0.0	0.0	0.0	4.37642467699516
PTDCAt_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PTDCAt_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PTE2x_pos	4.188741450856476	0.6976852514941313	2.0913071794947897	3.785334007992774	3.4968970665608423	6.665891668527475	2.408384842519577	7.450140063473405	4.358153973592635	3.5449311586904404	4.720874643404846	7.584470203596484	3.360264846846965	4.448321016310229	0.9696015269570898	5.221511281989579	6.69121056741573	0.3751910134279142	2.142015977195922	2.697001527624145	2.6740944251823944	2.502645068171657	4.038810289266972	5.2499680345684885
PTE3x_pos	1.1120021958725075	0.6976852514941313	2.0913071794947897	0.0	3.3076854864599596	4.160871493053327	2.408384842519577	3.685342032644685	3.4849126376206465	3.5449311586904404	0.0	0.0	3.360264846846965	3.4585734398344385	0.9696015269570898	0.6109133506612194	0.3936189711030946	0.3751910134279142	2.142015977195922	2.697001527624145	2.6740944251823944	2.502645068171657	4.038810289266972	3.0112179749176273
PTE4x_pos	1.1120021958725075	0.6976852514941313	2.0913071794947897	0.0	3.3076854864599596	4.160871493053327	2.408384842519577	3.685342032644685	3.4849126376206465	3.5449311586904404	0.0	0.0	3.360264846846965	3.4585734398344385	0.9696015269570898	0.6109133506612194	0.3936189711030946	0.3751910134279142	2.142015977195922	2.697001527624145	2.6740944251823944	2.502645068171657	4.038810289266972	3.0112179749176273
PTE5x_pos	1.1120021958725075	0.6976852514941313	2.0913071794947897	0.0	3.3076854864599596	4.160871493053327	2.408384842519577	3.685342032644685	3.4849126376206465	3.5449311586904404	0.0	0.0	3.360264846846965	3.4585734398344385	0.9696015269570898	0.6109133506612194	0.3936189711030946	0.3751910134279142	2.142015977195922	2.697001527624145	2.6740944251823944	2.502645068171657	4.038810289266972	3.0112179749176273
PTHPS_pos	0.0	3.0046744399285434	0.0	4.752005205960288	0.9247553695666247	4.90467395393491	3.7002190759645397	6.15608907861281	0.0	6.098963842891806	0.0	0.0	0.0	6.32412442628931	0.0	7.008369831034057	0.0	5.499540608398545	0.0	0.0	2.3402186352222865	3.8484240388875612	0.0	0.0
PTHPSn_pos	0.0	3.0046744399285434	0.0	4.752005205960288	0.9247553695666247	4.90467395393491	3.7002190759645397	6.15608907861281	0.0	6.098963842891806	0.0	0.0	0.0	6.32412442628931	0.0	7.008369831034057	0.0	5.499540608398545	0.0	0.0	2.3402186352222865	3.8484240388875612	0.0	0.0
PTPAT_pos	2.927144641559937	0.0	1.8005375678546545	5.89491304287177	4.2024080020175	1.356127920856998	1.9714413966373918	2.207103904752803	3.510709251198331	3.3247171223921743	1.4910799066660019	0.0	0.0	0.0	0.3272450501075132	0.7460643837334646	0.0	0.0	4.495731870401514	5.28284644470606	0.0	4.246178029055955	0.7979678540665888	1.6334384464058427
PTRCAT1_pos	9.03945443773487	9.668741976882677	8.713650857754601	10.18043686490784	9.504914506884818	9.59425382168746	7.875237818228035	8.713431706276204	9.273750173329029	9.499724808871152	7.487840799522696	6.151431052546533	8.809677582639216	9.23348123822134	5.532521505416809	9.780610586241213	8.295047847733038	8.743193283592333	9.081216995156954	9.65646091301282	9.80802302879694	9.020288910921137	8.869893194911077	9.02549070094404
PTRCOX1_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PUNP1_pos	0.0	0.0	0.0	0.0	0.0	0.0	6.333095510526332	5.994438011588955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3201029795277408	0.0	4.551736957960076	0.0	0.0	0.0	0.0	0.0	0.0
PUNP1_neg	0.0	0.0	0.0	0.0	0.0	0.0	6.333095510526332	5.994438011588955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3201029795277408	0.0	4.551736957960076	0.0	0.0	0.0	0.0	0.0	0.0
PUNP2_pos	0.0	0.0	0.0	0.0	0.0	0.0	6.333095510526332	5.994438011588955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3201029795277408	0.0	4.551736957960076	0.0	0.0	0.0	0.0	0.0	0.0
PUNP2_neg	0.0	0.0	0.0	0.0	0.0	0.0	6.333095510526332	5.994438011588955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3201029795277408	0.0	4.551736957960076	0.0	0.0	0.0	0.0	0.0	0.0
PUNP3_pos	0.0	0.0	0.0	0.0	0.0	0.0	6.333095510526332	5.994438011588955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3201029795277408	0.0	4.551736957960076	0.0	0.0	0.0	0.0	0.0	0.0
PUNP3_neg	0.0	0.0	0.0	0.0	0.0	0.0	6.333095510526332	5.994438011588955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3201029795277408	0.0	4.551736957960076	0.0	0.0	0.0	0.0	0.0	0.0
PUNP4_pos	0.0	0.0	0.0	0.0	0.0	0.0	6.333095510526332	5.994438011588955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3201029795277408	0.0	4.551736957960076	0.0	0.0	0.0	0.0	0.0	0.0
PUNP4_neg	0.0	0.0	0.0	0.0	0.0	0.0	6.333095510526332	5.994438011588955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3201029795277408	0.0	4.551736957960076	0.0	0.0	0.0	0.0	0.0	0.0
PUNP5_pos	0.0	0.0	0.0	0.0	0.0	0.0	6.333095510526332	5.994438011588955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3201029795277408	0.0	4.551736957960076	0.0	0.0	0.0	0.0	0.0	0.0
PUNP5_neg	0.0	0.0	0.0	0.0	0.0	0.0	6.333095510526332	5.994438011588955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3201029795277408	0.0	4.551736957960076	0.0	0.0	0.0	0.0	0.0	0.0
PUNP6_pos	0.0	0.0	0.0	0.0	0.0	0.0	6.333095510526332	5.994438011588955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3201029795277408	0.0	4.551736957960076	0.0	0.0	0.0	0.0	0.0	0.0
PUNP6_neg	0.0	0.0	0.0	0.0	0.0	0.0	6.333095510526332	5.994438011588955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3201029795277408	0.0	4.551736957960076	0.0	0.0	0.0	0.0	0.0	0.0
PUNP7_pos	0.0	0.0	0.0	0.0	0.0	0.0	6.333095510526332	5.994438011588955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3201029795277408	0.0	4.551736957960076	0.0	0.0	0.0	0.0	0.0	0.0
PUNP7_neg	0.0	0.0	0.0	0.0	0.0	0.0	6.333095510526332	5.994438011588955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3201029795277408	0.0	4.551736957960076	0.0	0.0	0.0	0.0	0.0	0.0
PVD3_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PVD3_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PYAM5POr_pos	5.847425231054374	4.930892912190836	3.1016822613888264	0.0	5.841801921200369	4.794169314411873	5.261029631237585	6.098539266435557	6.617829132198386	5.420600260488969	0.0	7.25722954481446	5.35901271051724	5.960744702082177	0.0	3.0359476065815394	0.9956274880253769	2.3905481307020904	0.0	0.0	5.055604261509898	3.9263877553324633	8.441596240530526	0.0
PYAM5Ptm_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PYAM5Ptm_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PYDAMK_pos	0.0	1.7765612936015376	2.0012678154913446	5.084356983733452	4.831636192292756	0.0	4.590182379838808	0.0	0.0	6.1996319392886665	0.7884757587564045	0.0	4.481231539275934	1.1777598449594193	3.475003934121788	4.145265237398257	1.0168937157027795	0.7027262579980329	5.724398875898519	0.0	1.0233431568408968	0.0	0.0	0.0
PYDAMtr_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PYDAMtr_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PYDX5Ptm_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PYDX5Ptm_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PYDXDH_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PYDXK_pos	0.0	1.7765612936015376	2.0012678154913446	5.084356983733452	4.831636192292756	0.0	4.590182379838808	0.0	0.0	6.1996319392886665	0.7884757587564045	0.0	4.481231539275934	1.1777598449594193	3.475003934121788	4.145265237398257	1.0168937157027795	0.7027262579980329	5.724398875898519	0.0	1.0233431568408968	0.0	0.0	0.0
PYDXNK_pos	0.0	1.7765612936015376	2.0012678154913446	5.084356983733452	4.831636192292756	0.0	4.590182379838808	0.0	0.0	6.1996319392886665	0.7884757587564045	0.0	4.481231539275934	1.1777598449594193	3.475003934121788	4.145265237398257	1.0168937157027795	0.7027262579980329	5.724398875898519	0.0	1.0233431568408968	0.0	0.0	0.0
PYDXNtr_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PYDXNtr_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
